Country Name,Country Code,Time,Time Code,Labor force with primary education (% of total) [SL.TLF.PRIM.ZS],Labor force with tertiary education (% of total) [SL.TLF.TERT.ZS],Labor force with secondary education (% of total) [SL.TLF.SECO.ZS],Scientific and technical journal articles [IP.JRN.ARTC.SC],"Trademark applications, total [IP.TMK.TOTL]",General government final consumption expenditure (% of GDP) [NE.CON.GOVT.ZS],Net official development assistance and official aid received (constant 2012 US$) [DT.ODA.ALLD.KD],"Agriculture, value added (% of GDP) [NV.AGR.TOTL.ZS]","Industry, value added (% of GDP) [NV.IND.TOTL.ZS]","Manufacturing, value added (% of GDP) [NV.IND.MANF.ZS]","Services, etc., value added (% of GDP) [NV.SRV.TETC.ZS]","Unemployment, total (% of total labor force) [SL.UEM.TOTL.ZS]",GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],"GDP per capita, PPP (constant 2011 international $) [NY.GDP.PCAP.PP.KD]",Final consumption expenditure (constant LCU) [NE.CON.TOTL.KN],Gross national expenditure (constant LCU) [NE.DAB.TOTL.KN],Discrepancy in expenditure estimate of GDP (constant LCU) [NY.GDP.DISC.KN],"Wage and salaried workers, total (% of total employed) [SL.EMP.WORK.ZS]",Lending interest rate (%) [FR.INR.LEND],"Portfolio Investment, net (BoP, current US$) [BN.KLT.PTXL.CD]","Net capital account (BoP, current US$) [BN.TRF.KOGT.CD]",Gross capital formation (annual % growth) [NE.GDI.TOTL.KD.ZG],GDP (constant LCU) [NY.GDP.MKTP.KN],Exogenous spending,Compensation of employees (current LCU) [GC.XPN.COMP.CN],"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",Capital-labour ratio,Gross capital formation (current LCU) [NE.GDI.TOTL.CN]
Belarus,BLR,1999,YR1999,..,..,..,578.6,5516,19.50364429,55710000,14.64210214,39.20190914,32.50679697,46.15598873,6.5,3.4,6878.810813,6503599301790.160000000,8881123175308.070000000,13691895710.736900000,..,51.041666667,20600000.000000000,..,-16.000000000,8633081285444.230000000,261733785574.577000000,75046400000.000000000,2936787508.000000000,955917.938768549,71738200000000000.000000000
Belarus,BLR,2000,YR2000,..,..,..,572.3,5986,19.47853029,51250000,14.15322736,39.17019996,31.64077011,46.67657269,6.5,5.8,7299.604275,6977200000000.000000000,9451800000000.000000000,154300000000.000000000,..,67.666666667,-44400000.000000000,..,14.700000000,9133800000000.000000000,472300000000.000000000,2459900000000000.000000000,1686202359.000000000,94.307085654,231986000000000000.000000000
Belarus,BLR,2001,YR2001,..,..,..,502.7,6778,21.55276827,60290000,11.87493737,37.24554899,30.51741992,50.87951365,6.5,4.725306006,7703.822704,7935600000000.000000000,9905400000000.000000000,-393600000000.000000000,..,46.966666667,19900000.000000000,..,1.893904125,9565400000000.000000000,-53600000000.000000000,5636200000000000.000000000,6113493312.000000000,7.239806962,40805000000000000.000000000
Belarus,BLR,2002,YR2002,..,..,..,492.3,6278,21.02929418,59270000,11.7752761,36.98844,30.1907689,51.2362839,6.599999905,5.045267318,8144.181596,8588600000000.000000000,10543000000000.000000000,-466600000000.000000000,..,36.883333333,9100000.000000010,..,2.436754379,10048000000000.000000000,28400000000.000000000,8859500000000000.000000000,4253754813.000000000,65.428635928,579665000000000000.000000000
Belarus,BLR,2003,YR2003,..,..,..,520.6,7190,21.37930469,65330000,10.20404206,38.68752545,31.49434796,51.10843249,6.5,7.043192675,8778.301323,9078700000000.000000000,11665500000000.000000000,-460600000000.000000000,..,23.975000000,-6100000.000000000,..,25.852812423,10755700000000.000000000,449200000000.000000000,125572000000000000.000000000,2839783993.000000000,0.726634919,91245000000000000.000000000
Belarus,BLR,2004,YR2004,..,..,..,496.8,7824,20.60317892,60860000,10.32874371,40.86908614,33.31979326,48.80217015,6.5,11.44974293,9850.761926,9758000000000.000000000,13533500000000.000000000,-165200000000.000000000,..,16.908333333,-62799999.999999900,..,29.313513159,11987200000000.000000000,1381100000000.000000000,194428000000000000.000000000,1810824248.000000000,7.371006234,1433130000000000000.000000000
Belarus,BLR,2005,YR2005,..,..,..,490.6,8970,20.78531239,69060000,9.906985723,44.00590544,29.47251396,46.08710884,6.400000095,9.4,10851.4558,10927200000000.000000000,14786196800000.000000000,-600403200000.000000000,..,11.358333333,41500000.000000000,..,13.162636080,13113996800000.000000000,1071796800000.000000000,264761000000000000.000000000,1033887946.000000000,6.994383614,1851840000000000000.000000000
Belarus,BLR,2006,YR2006,..,..,..,446.7,10224,19.20736246,88160000,9.904019808,42.95499563,28.86192834,47.14098456,6.400000095,10,12009.93119,12080872567400.000000000,17624722842500.000000000,-357306293600.000000000,..,8.841666667,26400000.000000000,100000.000000000,32.330729890,14425396480000.000000000,2842020068900.000000000,327873000000000000.000000000,7033029285.000000000,7.780878572,2551140000000000000.000000000
Belarus,BLR,2007,YR2007,..,..,..,411.5,11225,18.52317648,87620000,9.674873964,43.16758045,29.0216239,47.15754558,6.300000191,8.6,13102.81483,13443147073300.000000000,19261899128800.000000000,-1047188523500.000000000,..,8.575000000,38800000.000000000,100000.000000000,16.349066478,15665980577300.000000000,2548730028000.000000000,379052000000000000.000000000,8421500392.000000000,8.739038443,3312550000000000000.000000000
Belarus,BLR,2008,YR2008,..,..,..,387,11454,16.52497712,106480000,10.13811012,45.41806635,30.63145969,44.44382353,6.199999809,10.2,14487.79666,15348407365000.000000000,22882978048700.000000000,-1275477392300.000000000,..,8.550000000,-5300000.000000000,500000.000000000,28.315239180,17263910596200.000000000,4343590060200.000000000,446694000000000000.000000000,1483787648.000000000,10.937106834,4885540000000000000.000000000
Belarus,BLR,2009,YR2009,3.299999952,24.29999924,69.90000153,380.2,10176,16.73525307,100510000,9.740167398,43.16170296,27.77015954,47.09812964,6.099999905,0.2,14548.83833,15346977388100.000000000,22274091866400.000000000,-1611467924000.000000000,94.199996948,11.675000000,-18800000.000000000,..,-3.081318869,17298438417400.000000000,3364185525000.000000000,477646000000000000.000000000,1294565634.000000000,10.725642003,5123060000000000000.000000000
Belarus,BLR,2010,YR2010,..,..,..,335.2,10695,16.80371799,141640000,10.56938649,42.20505657,27.51470678,47.22555694,6.199999809,7.740781216,15703.11169,16667519579800.000000000,24647135262700.000000000,-2119058527100.000000000,..,9.216666667,-1185600000.000000000,..,18.271086864,18637472689000.000000000,3890604046600.000000000,614695000000000000.000000000,7735748043.000000000,11.032577132,6781670000000000000.000000000
Belarus,BLR,2011,YR2011,..,..,..,341.6,10959,13.92772255,121120000,9.436940363,42.7168048,31.93522268,47.84625483,6.099999905,5.543711461,16603.38953,16935951106500.000000000,25594948947700.000000000,-2295195254500.000000000,..,13.575000000,-854100000.000000000,4100000.000000000,8.471596052,19670680398500.000000000,3629073294700.000000000,91274000000000000.000000000,5322869831.000000000,122.478471416,11179100000000000000.000000000
Belarus,BLR,2012,YR2012,..,..,..,..,11750,14.08585373,103270000,9.804845148,42.95171201,29.92672433,47.24344284,5.900000095,1.731391223,16906.92189,18533235360800.000000000,26541935087700.000000000,-2168487600100.000000000,..,19.491666667,191000000.000000000,3700000.000000000,-7.093226876,20011256832500.000000000,4362190655100.000000000,1738050000000000000.000000000,5921973602.000000000,10.796237162,18764400000000000000.000000000
Belarus,BLR,2013,YR2013,..,..,..,..,11492,14.00172575,101780000,8.089765837,41.97838677,26.30832719,49.9318474,6,1.073600801,17084.82426,20301748800400.000000000,28203846838500.000000000,-2692318320200.000000000,..,19.133333333,59100000.000000000,10300000.000000000,9.332753425,20226097846200.000000000,5285430672100.000000000,..,1831226104.000000000,..,25510200000000000000.000000000
Belarus,BLR,2014,YR2014,..,..,..,..,..,14.11995933,..,8.866813522,42.44395239,26.3412276,48.68923408,5.900000095,1.587801619,17348.76639,21093774091400.000000000,27468998781900.000000000,-2469462160000.000000000,..,18.741666667,19600000.000000000,7700000.000000000,-8.451082620,20547248155300.000000000,4452288466600.000000000,..,1811955435.000000000,..,26055300000000000000.000000000
Belarus,BLR,2015,YR2015,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1353448976.000000000,..,..
Belgium,BEL,1960,YR1960,..,..,..,..,3214,15.50435401,..,..,..,..,..,..,..,..,..,92968106369.016400000,..,..,..,..,..,..,91025652515.729700000,..,..,309946465.000000000,..,..
Belgium,BEL,1961,YR1961,..,..,..,..,3498,14.86609617,..,..,..,..,..,..,4.978423063,..,..,97179427427.882500000,..,..,..,..,..,..,95557294593.993800000,..,..,983146067.000000000,..,..
Belgium,BEL,1962,YR1962,..,..,..,..,4138,15.3126039,..,..,..,..,..,..,5.212003509,..,..,101803899692.446000000,..,..,..,..,..,..,100537744141.583000000,..,..,140472879.000000000,..,..
Belgium,BEL,1963,YR1963,..,..,..,..,3166,16.19746351,..,..,..,..,..,..,4.351584282,..,..,106403903747.534000000,..,..,..,..,..,..,104912728812.794000000,..,..,2153339733.000000000,..,..
Belgium,BEL,1964,YR1964,..,..,..,..,3238,15.60093065,..,..,..,..,..,..,6.956684733,..,..,113659630439.958000000,..,..,..,..,..,..,112211176601.549000000,..,..,4175617616.000000000,..,..
Belgium,BEL,1965,YR1965,..,..,..,..,3489,15.94827115,..,..,..,..,..,..,3.56065984,..,..,117916158361.136000000,..,..,..,..,..,..,116206634902.636000000,..,..,4059801522.000000000,..,..
Belgium,BEL,1966,YR1966,..,..,..,..,3675,16.37409083,..,..,..,..,..,..,3.155894982,..,..,122543577540.025000000,..,..,..,..,..,..,119873994261.970000000,..,..,4173891504.000000000,..,..
Belgium,BEL,1967,YR1967,..,..,..,..,3320,16.79804174,..,..,..,..,..,..,3.868146947,..,..,126200457954.482000000,..,..,..,..,..,..,124510896511.143000000,..,..,2912852216.000000000,..,..
Belgium,BEL,1968,YR1968,..,..,..,..,3482,16.95967476,..,..,..,..,..,..,4.194129625,..,..,131425777265.472000000,..,..,..,..,..,..,129733044908.004000000,..,..,2703327173.000000000,..,..
Belgium,BEL,1969,YR1969,..,..,..,..,3284,16.99443503,..,..,..,..,..,..,6.629799795,..,..,140361841646.302000000,..,..,..,..,..,..,138334086053.744000000,..,..,3745781776.000000000,..,..
Belgium,BEL,1970,YR1970,..,..,..,..,6323,16.65648749,..,..,..,..,..,..,5.957294895,..,115942782600.000000000,147507094900.000000000,-3023057000.000000000,..,..,..,..,..,146575055500.000000000,-2091017600.000000000,..,3914127724.000000000,..,9884859900.000000000
Belgium,BEL,1971,YR1971,..,..,..,..,..,17.6321045,..,..,..,..,..,..,3.985827384,..,121857163500.000000000,152957339700.000000000,-2779229900.000000000,..,..,..,..,-2.046883629,152417284200.000000000,-2239174400.000000000,..,4340567613.000000000,..,10428081100.000000000
Belgium,BEL,1972,YR1972,..,..,..,..,8091,18.14366831,..,..,..,..,..,..,5.295604394,..,129059246700.000000000,160310832700.000000000,-2600583300.000000000,..,..,..,..,-0.080393381,160488700600.000000000,-2778451200.000000000,..,940622.000000000,..,10857434800.000000000
Belgium,BEL,1973,YR1973,..,..,..,..,7663,18.42205565,..,..,..,..,..,..,6.381702052,..,138496912300.000000000,173084389300.000000000,-3271291900.000000000,..,..,..,..,11.835577107,170730611300.000000000,-917513900.000000000,..,6955277903.000000000,..,12816850000.000000000
Belgium,BEL,1974,YR1974,..,..,..,..,7385,18.78181258,..,..,..,..,..,..,4.565258123,..,142625934400.000000000,181448864300.000000000,-2931050600.000000000,..,..,..,..,10.288796264,178524904400.000000000,-7090700.000000000,..,1267788795.000000000,..,16503405200.000000000
Belgium,BEL,1975,YR1975,..,..,..,..,7026,20.98162059,..,..,..,..,..,..,-1.965941621,..,145374241300.000000000,177131575900.000000000,-4424801800.000000000,..,..,..,..,-13.344462093,175015209000.000000000,-2308434900.000000000,..,1276820376.000000000,..,16057209700.000000000
Belgium,BEL,1976,YR1976,..,..,..,..,6357,21.13744014,..,..,..,..,..,..,5.652745928,..,152152167100.000000000,186986532000.000000000,-4346609400.000000000,..,..,..,..,8.288172558,184908374100.000000000,-2268451500.000000000,..,915869981.000000000,..,18485297700.000000000
Belgium,BEL,1977,YR1977,..,..,..,..,7184,21.66402388,..,..,..,..,..,..,0.626154768,..,155993615800.000000000,190095691300.000000000,-5374861800.000000000,..,..,..,..,0.755374274,186066186700.000000000,-1345357200.000000000,..,7110848368.000000000,..,19739095500.000000000
Belgium,BEL,1978,YR1978,..,..,..,..,7279,22.45322691,..,..,..,..,..,..,2.841896582,..,161532375700.000000000,195766208200.000000000,-6145522400.000000000,..,..,..,..,2.285936199,191353995300.000000000,-1733309500.000000000,..,4470594648.000000000,..,21028509000.000000000
Belgium,BEL,1979,YR1979,..,..,..,..,7956,22.78501054,..,..,..,..,..,..,2.341073043,..,168517068700.000000000,202082458700.000000000,-6943717500.000000000,..,..,..,..,0.321334009,195833732100.000000000,-694990900.000000000,..,4469084268.000000000,..,22095597700.000000000
Belgium,BEL,1980,YR1980,..,..,..,..,8048,22.69061426,..,..,..,..,..,..,4.444054049,..,168529586400.000000000,209271976400.000000000,-5917027400.000000000,83.400001526,..,..,..,15.182536174,204536689000.000000000,-1181740000.000000000,..,6650975202.000000000,..,24583017100.000000000
Belgium,BEL,1981,YR1981,..,..,..,3309,8656,23.91324585,..,..,..,..,..,..,-0.279283635,..,170640135100.000000000,204423560900.000000000,-4334663800.000000000,83.000000000,18.000000000,..,..,-18.305688918,203965451500.000000000,-3876554400.000000000,..,762827455.000000000,..,21909194600.000000000
Belgium,BEL,1982,YR1982,..,..,..,..,9289,23.57471756,..,..,..,..,..,..,0.594986941,..,173140323600.000000000,204486399000.000000000,-3902731900.000000000,82.699996948,15.500000000,..,..,-7.527350741,205179019300.000000000,-4595352200.000000000,..,8725850666.000000000,..,22684842000.000000000
Belgium,BEL,1983,YR1983,..,..,..,..,10165,23.23421422,..,..,..,..,..,..,0.311842752,..,173290984300.000000000,201912686500.000000000,-2711423700.000000000,81.599998474,13.750000000,..,..,-11.108691896,205818855200.000000000,-6617592400.000000000,..,7663370002.000000000,..,20873102600.000000000
Belgium,BEL,1984,YR1984,..,..,..,..,10732,23.16430963,..,..,..,..,..,..,2.466382633,..,173853364300.000000000,206671213000.000000000,-2489802500.000000000,80.000000000,14.000000000,..,..,12.684739188,210895135700.000000000,-6713725200.000000000,..,6347517401.000000000,..,23824429500.000000000
Belgium,BEL,1985,YR1985,..,..,..,3424,18331,22.65383481,..,..,..,..,..,..,1.651792863,..,178670610500.000000000,210205677800.000000000,-2658386500.000000000,80.000000000,12.541666667,..,..,-3.155682585,214378686500.000000000,-6831395200.000000000,..,4867676449.000000000,..,24263432200.000000000
Belgium,BEL,1986,YR1986,..,..,..,3658,11959,22.50880675,..,..,..,..,..,..,1.822762124,..,182748840000.000000000,215616716300.000000000,-3229051400.000000000,80.900001526,10.437500000,..,..,5.566778691,218286300000.000000000,-5898635100.000000000,..,1295501357.000000000,..,24845736400.000000000
Belgium,BEL,1987,YR1987,..,..,..,3588,24951,22.34424402,..,..,..,..,..,..,2.306659419,..,186443923700.000000000,222151978800.000000000,-3723789700.000000000,81.599998474,9.333333333,..,..,9.238783776,223321421500.000000000,-4893232400.000000000,..,1554482916.000000000,..,27335314200.000000000
Belgium,BEL,1988,YR1988,..,..,..,3586,17585,20.97666546,..,..,..,..,..,..,4.72320892,..,190339022500.000000000,233355324400.000000000,-3855465400.000000000,82.000000000,8.916666667,..,..,18.867802249,233869358800.000000000,-4369499800.000000000,..,1162050898.000000000,..,32563541400.000000000
Belgium,BEL,1989,YR1989,..,..,..,3905,19106,20.29470947,..,..,..,..,..,..,3.469166821,..,195432913000.000000000,243087439900.000000000,-4308521600.000000000,80.800003052,11.083333333,..,..,10.862148993,241982677000.000000000,-3203758700.000000000,..,3105450178.000000000,..,37998759500.000000000
Belgium,BEL,1990,YR1990,..,..,..,4103,21044,20.05804006,..,..,..,..,..,..,3.137402435,30410.99278,199591668000.000000000,251078281300.000000000,-4462473400.000000000,81.099998474,13.000000000,..,..,7.670909069,249574647400.000000000,-2958839500.000000000,..,3452823015.000000000,..,41698438100.000000000
Belgium,BEL,1991,YR1991,..,..,..,4164,17931,20.69859529,..,..,..,..,..,7,1.833074292,30853.58577,205975266100.000000000,255456047500.000000000,-4439468100.000000000,82.699996948,12.875000000,..,..,-3.626220408,254149536100.000000000,-3132956700.000000000,..,3208551968.000000000,..,40981931000.000000000
Belgium,BEL,1992,YR1992,38.70000076,26.10000038,35.20000076,4431,18969,20.79582852,..,..,..,..,..,6.699999809,1.53065481,31199.01194,209666453400.000000000,259967939400.000000000,-4605039300.000000000,82.099998474,13.000000000,..,..,1.829138050,258039688200.000000000,-2676788100.000000000,..,2429913623.000000000,..,42567345200.000000000
Belgium,BEL,1993,YR1993,37.5,27.60000038,35,4512,19461,21.12691165,..,..,..,..,..,8.100000381,-0.961873081,30778.44942,208892369100.000000000,257585505400.000000000,-4590063500.000000000,82.099998474,11.812500000,..,..,-2.956525643,255557673900.000000000,-2562232000.000000000,..,2753963029.000000000,..,42559384000.000000000
Belgium,BEL,1994,YR1994,36,28.10000038,35.90000153,4949,22188,20.93572064,..,..,..,..,..,9.600000381,3.22697146,31673.89261,213291402000.000000000,264616540200.000000000,-3963872800.000000000,82.300003052,9.416666667,..,..,3.764434583,263804447100.000000000,-3151779700.000000000,..,2377798575.000000000,..,45018254300.000000000
Belgium,BEL,1995,YR1995,34.40000153,28.20000076,37.29999924,5171.6,24865,21.13119991,..,1.440611422,28.95984924,20.43448673,69.59953934,9.300000191,2.38475722,32361.39036,216611132700.000000000,270465565000.000000000,-3709025400.000000000,82.099998474,8.416666667,..,..,4.113740975,270095542700.000000000,-3339003100.000000000,6800900096.000000000,1466813864.000000000,6.790865819,46184000000.000000000
Belgium,BEL,1996,YR1996,32.29999924,29.79999924,37.90000153,5554.4,36012,21.50484852,..,1.470262359,28.77241081,20.3022979,69.75732683,9.5,1.593157057,32812.78152,220856391700.000000000,275447264100.000000000,-3509375500.000000000,82.000000000,7.166666667,..,..,0.932519035,274398588900.000000000,-2460700299.999970000,6793699840.000000000,2058919327.000000000,6.888146533,46796000000.000000000
Belgium,BEL,1997,YR1997,31.29999924,30.70000076,37.90000153,5531.8,34695,20.95597184,..,1.483774762,29.17382631,20.6118781,69.34239893,9,3.710549475,33948.06497,224081740500.000000000,283844062700.000000000,-2759158700.000000000,82.800003052,7.062500000,..,..,7.609662884,284580284300.000000000,-3495380300.000000000,6967600128.000000000,1627459314.000000000,7.230610120,50380000000.000000000
Belgium,BEL,1998,YR1998,33.09999847,30.5,36.5,5687.7,34614,20.85675295,..,1.390521422,28.59182343,20.35671966,70.01765515,9.300000191,1.97544848,34544.84988,229624811700.000000000,290646435400.000000000,-2688128300.000000000,82.599998474,7.250000000,..,..,1.900580541,290202021200.000000000,-2243714100.000000000,7141499904.000000000,954442586.000000000,7.360358567,52564000000.000000000
Belgium,BEL,1999,YR1999,33.29999924,31.39999962,35.29999924,5712.5,36453,21.01578047,..,1.195546041,27.76298116,19.48950918,71.0414728,8.600000381,3.563040036,35693.79661,234136744400.000000000,297913598000.000000000,-2472075600.000000000,82.699996948,6.708333333,..,..,3.985539294,300542035400.000000000,-5100513000.000000000,7463199744.000000000,1118421053.000000000,7.432468901,55470000000.000000000
Belgium,BEL,2000,YR2000,32.20000076,31.89999962,35.90000153,5735.4,36722,20.87428647,..,1.308522316,27.80870237,19.55928482,70.88277532,6.599999905,3.633817208,36901.24318,240992598900.000000000,309849207400.000000000,-1618015400.000000000,84.000000000,7.979166667,..,..,6.378510190,311463183600.000000000,-3231991600.000000000,7616000000.000000000,254463963.000000000,8.063287815,61410000000.000000000
Belgium,BEL,2001,YR2001,30.60000038,32.90000153,36.5,5827.3,33926,21.27861303,..,1.229259134,27.02525995,18.96194033,71.74548091,6.199999809,0.811463997,37072.9511,243429154900.000000000,310238480800.000000000,-1733417600.000000000,84.800003052,8.458333333,..,..,-2.741242582,313990595200.000000000,-5485532000.000000000,7927399936.000000000,2474444836.000000000,7.574614689,60047000000.000000000
Belgium,BEL,2002,YR2002,29.70000076,33,37.29999924,6036.7,31756,21.91627434,..,1.145216168,26.46609163,18.71155071,72.38869221,7.5,1.780452149,37564.25042,245972380300.000000000,310040655000.000000000,-1536694300.000000000,84.599998474,7.708333333,-14442058960.618600000,-510326452.683996000,-4.286047435,319581047500.000000000,-11077086800.000000000,8117499904.000000000,1641900569.000000000,7.002279110,56841000000.000000000
Belgium,BEL,2003,YR2003,29.10000038,32.79999924,38.09999847,6303.8,31747,22.35163832,..,1.140997506,25.72523866,17.93682751,73.13376383,8.199999809,0.774536137,37697.0528,247908338200.000000000,312199615700.000000000,-1489487900.000000000,84.800003052,6.887500000,-582446281.994582000,-1004010312.003620000,0.267962020,322056318200.000000000,-11346190400.000000000,8341400064.000000000,1592816533.000000000,7.068357775,58960000000.000000000
Belgium,BEL,2004,YR2004,27.60000038,34.70000076,37.70000076,6625.4,30321,22.0353452,..,1.137265769,25.53137311,17.89405491,73.33136112,8.399999619,3.634800822,38898.5524,251804582000.000000000,323454085600.000000000,-1062529400.000000000,85.300003052,6.700000000,30487845885.806100000,-528798335.168592000,10.536921481,333762423900.000000000,-11370867700.000000000,8330999808.000000000,2091938708.000000000,8.065538537,67194000000.000000000
Belgium,BEL,2005,YR2005,22.89999962,35.29999924,39,6847.2,38600,22.10792954,..,0.936102982,25.10134832,17.64089122,73.9625487,8.399999619,2.094221518,39495.32936,254463833900.000000000,332541354600.000000000,-624751900.000000000,84.800003052,6.720833333,44706410414.338500000,-921570030.150528000,8.238305756,340752148400.000000000,-8835545700.000000000,8773699584.000000000,2784303489.000000000,8.381640982,73538000000.000000000
Belgium,BEL,2006,YR2006,22.39999962,36.09999847,38.79999924,6736.1,33975,21.89235356,..,1.011219014,24.94945618,17.00259744,74.0393248,8.199999809,2.499464447,40216.37401,257812694800.000000000,339013884200.000000000,-425696400.000000000,84.900001526,7.491666667,9180546565.779240000,-491366036.761625000,3.716046695,349269127200.000000000,-10680939400.000000000,9086199808.000000000,179094071.000000000,8.586758122,78021000000.000000000
Belgium,BEL,2007,YR2007,21.39999962,36.40000153,39.29999924,7077.8,30624,21.58665324,..,0.99071308,24.9685024,16.89797376,74.04078452,7.5,3.397471914,41278.47775,262634343300.000000000,350688606700.000000000,-219043399.999939000,85.199996948,8.570833333,43022694522.865000000,-1882084125.654750000,8.142440980,361135447700.000000000,-10665884399.999900000,9388999680.000000000,1822063641.000000000,8.975716570,84273000000.000000000
Belgium,BEL,2008,YR2008,20.39999962,36.5,40.70000076,7298.1,28897,22.55426954,..,0.790829282,24.31129716,15.8670574,74.89787356,7,0.747103204,41259.63816,267993082100.000000000,358083455900.000000000,-268047800.000000000,85.800003052,9.208333333,-47807150448.877600000,-2738101661.960990000,2.362112484,363833502200.000000000,-6018094100.000000000,9913100288.000000000,4489444205.000000000,9.190162245,91103000000.000000000
Belgium,BEL,2009,YR2009,19.39999962,37.70000076,40.5,7221.9,25566,24.02137731,..,0.72457741,22.88257047,14.28393198,76.39285212,7.900000095,-2.284879004,39993.81723,269842020100.000000000,351170189000.000000000,-250772400.000031000,85.199996948,9.500000000,-40250509212.752700000,-910092004.008725000,-9.716283380,355520346900.000000000,-4600930300.000030000,10153799680.000000000,-53145674.000000000,7.441647697,75561000000.000000000
Belgium,BEL,2010,YR2010,19.89999962,38.90000153,38.70000076,7389.4,25799,23.55485195,..,0.852591154,23.17614705,14.72097852,75.9712618,8.300000191,2.694825538,40606.04305,275692000000.000000000,358541000000.000000000,0.000000000,85.599998474,..,27358206764.222300000,-1141971991.982750000,1.556846264,365101000000.000000000,-6560000000.000000000,10224799744.000000000,2189299204.000000000,8.102750379,82849000000.000000000
Belgium,BEL,2011,YR2011,18.89999962,38.90000153,39.70000076,7483.9,25961,23.77382579,..,0.718693691,23.00968072,14.25050936,76.27162558,7.099999905,1.796837889,40858.72517,277438947000.000000000,366275834400.000000000,468000.000000000,85.699996948,..,23142755248.408700000,-571964385.223792000,7.226906058,371661273100.000000000,-5384970700.000000000,10538300416.000000000,3532082107.000000000,8.630234137,90948000000.000000000
Belgium,BEL,2012,YR2012,18.29999924,39.79999924,39.29999924,..,24533,24.26287818,..,0.876975358,22.45489635,14.08064712,76.66812829,7.5,0.151259666,40624.50786,279898895300.000000000,365577987700.000000000,-8032700.000000000,85.699996948,..,-63187012065.315200000,3019120149.741120000,-3.545048665,372223446700.000000000,-6653491700.000000000,10736000000.000000000,2839663434.000000000,8.368852459,89848000000.000000000
Belgium,BEL,2013,YR2013,17.79999924,39.79999924,40,..,24064,24.36369841,..,0.791633338,22.2072935,13.98409902,77.00107316,8.399999619,0.016554868,40432.95694,281497066400.000000000,363124236900.000000000,-25097700.000000000,84.900001526,..,-38258357014.133600000,-550333252.249735000,-4.708825153,372285067800.000000000,-9185928600.000000000,10974600192.000000000,1113938556.000000000,7.914274641,86856000000.000000000
Belgium,BEL,2014,YR2014,19.5,41.5,39,..,..,24.41724927,..,0.702551282,22.14515301,13.76838687,77.15229571,8.5,1.348360956,40823.39248,282710665900.000000000,369199202000.000000000,-215764100.000000000,85.400001526,..,-13490043254.244800000,-1349596590.596330000,6.187252493,377304814300.000000000,-8321376400.000000000,..,..,..,92194000000.000000000
Belgium,BEL,2015,YR2015,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56059398.000000000,..,..
Belize,BLZ,1960,YR1960,..,..,..,..,..,..,16830000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,173064600.000000000,..,..,..,..,..
Belize,BLZ,1961,YR1961,..,..,..,..,..,..,25400000,..,..,..,..,..,4.892277219,..,..,..,..,..,..,..,..,..,181531400.000000000,..,..,..,..,..
Belize,BLZ,1962,YR1962,..,..,..,..,..,..,45210000,..,..,..,..,..,4.89265218,..,..,..,..,..,..,..,..,..,190413100.000000000,..,..,..,..,..
Belize,BLZ,1963,YR1963,..,..,..,..,..,..,35080000,..,..,..,..,..,4.956434195,..,..,..,..,..,..,..,..,..,199850800.000000000,..,..,..,..,..
Belize,BLZ,1964,YR1964,..,..,..,..,..,..,10090000,..,..,..,..,..,4.99987991,..,..,..,..,..,..,..,..,..,209843100.000000000,..,..,..,..,..
Belize,BLZ,1965,YR1965,..,..,..,..,..,..,15970000,..,..,..,..,..,4.930540961,..,..,..,..,..,..,..,..,..,220189500.000000000,..,..,..,..,..
Belize,BLZ,1966,YR1966,..,..,..,..,..,..,18800000,..,..,..,..,..,4.770845113,..,..,..,..,..,..,..,..,..,230694400.000000000,..,..,..,..,..
Belize,BLZ,1967,YR1967,..,..,..,..,..,..,43550000,..,..,..,..,..,4.913123162,..,..,..,..,..,..,..,..,..,242028700.000000000,..,..,..,..,..
Belize,BLZ,1968,YR1968,..,..,..,..,..,..,44710000,..,..,..,..,..,7.367225457,..,..,..,..,..,..,..,..,..,259859500.000000000,..,..,..,..,..
Belize,BLZ,1969,YR1969,..,..,..,..,..,..,53960000,..,..,..,..,..,5.106374791,..,..,..,..,..,..,..,..,..,273128900.000000000,..,..,..,..,..
Belize,BLZ,1970,YR1970,..,..,..,..,..,..,43810000,..,..,..,..,..,4.807693364,..,..,..,..,..,..,..,..,..,286260100.000000000,..,..,..,..,..
Belize,BLZ,1971,YR1971,..,..,..,..,..,..,33530000,..,..,..,..,..,3.959441082,..,..,..,..,..,..,..,..,..,297594400.000000000,..,..,..,..,..
Belize,BLZ,1972,YR1972,..,..,..,..,..,..,49570000,..,..,..,..,..,10.21830384,..,..,..,..,..,..,..,..,..,328003500.000000000,..,..,..,..,..
Belize,BLZ,1973,YR1973,..,..,..,..,..,..,26130000,..,..,..,..,..,5.351894111,..,..,..,..,..,..,..,..,..,345557900.000000000,..,..,..,..,..
