"Country","Labor force with primary education (% of total) [SL.TLF.PRIM.ZS]","Labor force with secondary education (% of total) [SL.TLF.SECO.ZS]","Labor force with tertiary education (% of total) [SL.TLF.TERT.ZS]","Scientific and technical journal articles [IP.JRN.ARTC.SC]","Trademark applications, total [IP.TMK.TOTL]","General government final consumption expenditure (% of GDP) [NE.CON.GOVT.ZS]","Net official development assistance and official aid received (constant 2012 US$) [DT.ODA.ALLD.KD]","Agriculture, value added (% of GDP) [NV.AGR.TOTL.ZS]","Industry, value added (% of GDP) [NV.IND.TOTL.ZS]","Manufacturing, value added (% of GDP) [NV.IND.MANF.ZS]","Services, etc., value added (% of GDP) [NV.SRV.TETC.ZS]","Unemployment, total (% of total labor force) [SL.UEM.TOTL.ZS]","GDP growth (annual %) [NY.GDP.MKTP.KD.ZG]","GDP per capita, PPP (constant 2011 international $) [NY.GDP.PCAP.PP.KD]","Previous GDP growth (annual %) [NY.GDP.MKTP.KD.ZG]","Previous GDP per capita, PPP (constant 2011 international $) [NY.GDP.PCAP.PP.KD]","__ProcessingTime__"
AFG,,,,0.7552380952380953,,0.25,0.7925595238095238,0.2638888888888889,0.46759259259259256,0.3425925925925926,0.47685185185185186,0.40499999999999997,0.38725490196078427,0.5462962962962963,0.5416666666666666,0.7549019607843137,0.5047189491
MNE,0.32142857142857145,0.7976190476190476,0.13095238095238096,0.0,0.9285714285714286,0.48,0.6470588235294118,0.395,0.31166666666666665,0.395,0.3175,0.5549999999999999,0.4116666666666666,0.5125,0.3333333333333333,0.4758333333333333,0.86178896585
MNG,0.1372549019607843,0.5784313725490197,0.3235294117647059,0.7058333333333333,0.3491666666666667,0.6083333333333333,0.4689285714285714,0.6266666666666667,0.4325,0.7424999999999999,0.24083333333333332,0.5566666666666666,0.62,0.6608333333333334,0.6020238095238095,0.6291666666666667,0.6383219759500001
NPL,,,,0.38,0.8516666666666666,0.6126190476190476,0.2571428571428571,0.45148809523809524,0.6663690476190476,0.7395833333333333,0.7883928571428571,0.445,0.39642857142857146,0.5408333333333333,0.7232142857142858,0.4041666666666667,0.9879395643000001
BHS,0.09649122807017543,0.5701754385964912,0.6403508771929824,0.2758333333333333,0.5833333333333333,0.4007142857142857,0.9019047619047619,0.655,0.5608333333333333,0.4691666666666666,0.225,0.3225,0.45892857142857146,0.3466666666666667,0.7785714285714286,0.1875,1.54584932535
BHR,0.5909090909090909,0.045454545454545456,0.7272727272727273,0.5272619047619047,0.7998809523809525,0.39166666666666666,0.7998214285714286,0.5283333333333333,0.7216666666666667,0.5783333333333334,0.7216666666666667,0.8641666666666665,0.6934523809523809,0.7916666666666667,0.6325000000000001,0.7483333333333333,0.79621871375
MNP,,,,,,,0.47404761904761905,,,,,,,,,,0.1246947317
GBR,0.8508333333333333,0.6575,0.48916666666666664,0.6833333333333333,0.6738095238095239,0.42857142857142855,,0.5683333333333334,0.4691666666666666,0.49416666666666664,0.7558333333333334,0.5533333333333333,0.36607142857142855,0.8383333333333333,0.4080357142857142,0.47416666666666674,0.9396734267
DMA,,,,0.46333333333333326,0.28500000000000003,0.6316071428571428,0.6207142857142858,0.5042857142857142,0.5085119047619048,0.2073809523809524,0.484702380952381,,0.4993452380952381,0.1975,0.6116071428571429,0.1875,1.6539659804500002
WBG,0.4722222222222222,0.4722222222222222,0.4722222222222222,,,0.5641604010025062,0.2758333333333333,0.5096491228070176,0.525438596491228,0.4385964912280702,0.5771929824561404,0.35404761904761906,0.3603174603174603,0.5988721804511278,0.3781954887218045,0.6362155388471178,0.6935843777999999
BIH,0.21428571428571427,0.32142857142857145,0.35714285714285715,0.8591666666666666,0.443859649122807,0.07894736842105263,0.5083333333333333,0.6958333333333333,0.4708333333333333,0.3958333333333333,0.6958333333333333,0.4766666666666667,0.9,0.575,0.8175000000000001,0.5425,2.41582815705
HUN,0.6816666666666666,0.5900000000000001,0.5308333333333334,0.4408333333333333,0.625,0.6975,0.6633333333333333,0.5421052631578948,0.3640350877192982,0.47543859649122805,0.44912280701754387,0.33166666666666667,0.4841666666666667,0.5308333333333334,0.5973684210526315,0.38416666666666666,4.67191386025
LMC,,,,0.7582142857142857,0.7229761904761904,0.6964285714285714,0.34285714285714286,0.30357142857142855,0.6321428571428571,0.4375,0.5392857142857144,0.5058333333333334,0.4705357142857142,0.5666666666666667,0.4866071428571429,0.505,0.62302476105
AGO,,,,0.305,,0.5366666666666666,0.8875,0.775,0.39166666666666666,0.7666666666666667,0.37916666666666665,0.5698809523809524,0.8166666666666667,,0.7625,,1.7038343777999998
OSS,,,,0.6383333333333333,0.7,0.49083333333333334,0.27142857142857146,0.7041666666666667,0.5025000000000001,0.5666666666666667,0.48250000000000004,0.45166666666666666,0.49202380952380953,0.34249999999999997,0.5809523809523809,0.7683333333333333,0.65728942135
WSM,,,,0.48666666666666664,0.7983333333333333,,0.4336309523809524,,,,,,0.2677380952380952,0.335,0.30476190476190473,0.265,0.34455028215
NAC,0.48148148148148145,0.5185185185185186,0.018518518518518517,0.8574999999999999,0.625,0.4892857142857142,0.9741071428571428,0.48916666666666664,0.5366666666666666,0.6116666666666666,0.6391666666666667,0.5426190476190477,0.5035714285714286,0.5241666666666667,0.5535714285714286,0.42642857142857143,0.7713297981
FRA,0.75,0.6583333333333333,0.7791666666666667,0.6291666666666667,0.8241071428571429,0.8,,0.5911309523809524,0.5823809523809523,0.6861309523809525,0.8741071428571429,0.15416666666666667,0.7026785714285715,0.6125,0.48392857142857143,0.5033333333333333,1.400953992
TMP,,,,,,0.32894736842105265,0.561845238095238,0.40350877192982454,0.14473684210526316,0.39473684210526316,0.42105263157894735,0.5807017543859649,0.07017543859649122,0.48245614035087714,0.13596491228070176,0.5745614035087719,0.45263587465
LMY,,,,0.6224999999999999,0.6427380952380952,0.55,0.5169642857142857,0.36696428571428574,0.8705357142857142,0.49107142857142855,0.6625,0.6157894736842104,0.5723214285714285,0.4833333333333333,0.5714285714285714,0.4175,0.6554994466
MOZ,,,,0.76,0.7074074074074074,0.29529761904761903,0.48035714285714287,0.3553571428571428,0.4335119047619048,0.2625,0.6454166666666666,0.4708333333333333,0.3497619047619048,0.7983333333333333,0.7336904761904762,0.5625,2.1117068066
NAM,0.0,0.0,0.0,0.34500000000000003,0.6625,0.5719047619047619,0.45273809523809516,0.24547619047619046,0.7607142857142858,0.46559523809523806,0.8145238095238095,0.9208333333333334,0.48392857142857143,0.5016666666666667,0.4859523809523809,0.5258333333333334,2.05657406975
PER,0.7763157894736842,0.8245614035087719,0.5219298245614035,0.5883333333333333,0.6623809523809523,0.44375,0.4419642857142857,0.47821428571428576,0.6425595238095239,0.40422619047619046,0.5088690476190476,0.29035087719298247,0.5779761904761905,0.6263157894736843,0.4854166666666667,0.7241666666666666,3.0568142206
DNK,0.3191666666666667,0.7533333333333333,0.6849999999999999,0.5997619047619047,0.60625,0.6455357142857143,,0.4798809523809524,0.5923809523809525,0.8283333333333334,0.5930952380952381,0.5025000000000001,0.5544642857142856,0.7045238095238096,0.6598214285714286,0.635,0.73403687735
GTM,0.8333333333333334,0.40277777777777773,0.15277777777777776,0.34059523809523806,0.3067261904761905,0.5714285714285714,0.44910714285714287,0.6473684210526316,0.38947368421052636,0.7763157894736842,0.23157894736842108,0.34095238095238095,0.5946428571428571,0.26916666666666667,0.7449404761904762,0.20166666666666666,0.98270115735
FRO,,,,,,0.08947368421052632,,,,0.3833333333333333,0.22543859649122808,,,,,,0.2141881665
SLB,,,,0.6141666666666666,0.038461538461538464,0.6029411764705882,0.7375,0.3009259259259259,0.7685185185185186,0.6018518518518517,0.34259259259259256,0.36892230576441104,0.5028822055137844,0.38533834586466165,0.6151629072681705,0.350125313283208,0.6996727028
SLE,,,,0.5394047619047619,0.5966666666666667,0.48880952380952375,0.6008928571428571,0.43892857142857145,0.5545238095238095,0.6854166666666667,0.6126785714285714,,0.5529761904761905,0.675,0.8035714285714285,0.665,1.12752749765
SLV,0.7619047619047619,0.16666666666666666,0.09523809523809523,0.1775,0.5708333333333333,0.6089285714285715,0.5616071428571429,0.2816666666666667,0.18916666666666665,0.22416666666666668,0.655,0.7541666666666667,0.8600595238095238,0.6841666666666667,0.7880952380952382,0.29833333333333334,4.2842967202499995
GUM,,,,,,,,,,,,,,,,,0.12549708695
FSM,,,,0.7591666666666667,,,0.6825,0.8833333333333334,0.7000000000000001,0.5008333333333332,0.2605263157894737,,0.52,0.4125,0.43083333333333335,0.38,0.71369167785
DOM,0.9333333333333333,0.5444444444444444,0.43333333333333335,0.7416666666666667,0.4477380952380952,0.6803571428571429,0.42053571428571423,0.5025000000000001,0.6451785714285714,0.5730952380952381,0.6491071428571429,0.31416666666666665,0.4419642857142857,0.19,0.7321428571428571,0.32916666666666666,4.12875321605
CMR,,,,0.6375,,0.4363095238095238,0.6732142857142858,0.552202380952381,0.5461309523809523,0.7077380952380953,0.599047619047619,0.5366666666666666,0.7660714285714285,0.6591666666666667,0.7678571428571429,0.6191666666666666,0.65425873825
GUY,0.045454545454545456,0.09090909090909091,0.0,0.5342105263157895,0.023809523809523808,0.44732142857142854,0.6821428571428572,0.5580357142857142,0.5535714285714286,0.6339285714285714,0.5544642857142856,0.593859649122807,0.5946428571428571,0.5578947368421052,0.4440476190476191,0.5868421052631579,2.25937369255
AZE,0.05555555555555555,0.0,0.05555555555555555,0.6283333333333333,0.5866666666666667,0.8166666666666667,0.6216666666666667,0.4416666666666666,0.5958333333333333,0.6583333333333333,0.5458333333333333,0.58,0.44333333333333336,0.6125,0.6641666666666667,0.5741666666666667,0.92062382235
OEC,0.5456140350877193,0.642156862745098,0.4271929824561404,0.5295833333333333,0.7991071428571429,0.6705357142857142,0.6866071428571429,0.6508333333333333,0.7133333333333333,0.43916666666666665,0.7191666666666666,0.5058333333333334,0.6410714285714285,0.7141666666666666,0.41607142857142854,0.49833333333333335,6.2211260106
MAC,0.5685185185185184,0.4324074074074074,0.5185185185185186,,0.6875,0.36875,0.8710714285714285,,0.4541666666666667,0.6875,0.4375,0.5316666666666666,0.23958333333333334,0.605,0.3625,0.7224999999999999,0.69772681695
OED,0.3614035087719298,0.35185185185185186,0.5657894736842105,0.42416666666666664,0.6928571428571428,0.6178571428571429,0.5785714285714285,0.4798245614035088,0.5078947368421053,0.2631578947368421,0.4131578947368421,0.42892857142857144,0.5898809523809524,0.5180952380952382,0.36755952380952384,0.3805952380952381,5.51080385435
GEO,0.869047619047619,0.7976190476190476,0.9761904761904762,0.45583333333333337,0.5175,0.5305952380952381,0.2991666666666667,0.7436904761904761,0.4936904761904762,0.7258333333333333,0.47392857142857137,0.28833333333333333,0.8588095238095239,0.48083333333333333,0.899345238095238,0.4608333333333333,7.0827418237
TON,,,,0.6936904761904762,0.75,0.5367857142857143,0.5625,0.5323214285714286,0.5176190476190475,0.426547619047619,0.46952380952380957,,0.5182142857142857,0.5725,0.5270238095238096,0.6691666666666667,0.7909218579
MAF,,,,,,,,,,,,,,,,,0.1040140847
EAP,,,,0.6882142857142857,0.8161904761904761,0.5375,0.6125,0.5366071428571428,0.7455357142857143,0.65625,0.69375,0.3196428571428571,0.8336309523809524,0.5127380952380952,0.8607142857142858,0.646547619047619,4.5211874802
EAS,,,,0.6557142857142857,0.7498809523809524,0.5136904761904761,0.6883928571428571,0.4823214285714285,0.5426785714285713,0.29428571428571426,0.46416666666666667,0.2683333333333333,0.6598214285714286,0.575,0.6669642857142857,0.5575,0.7100042917
NCL,,,,,,0.9285714285714286,0.5973809523809523,0.6,0.7777777777777778,0.5111111111111111,0.7777777777777778,,0.4352380952380952,,0.5217857142857143,,0.33487471235
FCS,,,,0.27666666666666667,,0.3966666666666666,0.675,0.49166666666666664,0.1803921568627451,0.8055555555555555,0.40196078431372545,0.215,0.6316666666666666,0.5358333333333334,0.48,0.4758333333333333,0.74111803675
SMR,0.46078431372549017,0.196078431372549,0.28431372549019607,0.7295238095238095,0.2537037037037037,,,,,,,,0.46357142857142863,,0.4726190476190476,,0.3344554245
ERI,,,,0.5441666666666667,,0.45,0.684702380952381,0.43666666666666665,0.5599999999999999,0.63,0.17916666666666664,0.3983333333333333,0.5708333333333333,0.5258333333333333,0.6900000000000001,0.5033333333333333,0.86693922905
MAR,0.16228070175438597,0.8096491228070175,0.06315789473684211,0.6344047619047619,0.5844642857142858,0.4607142857142857,0.64375,0.2655952380952381,0.6009523809523809,0.18297619047619046,0.6283333333333333,0.4533333333333333,0.5660714285714286,0.47107142857142853,0.6017857142857143,0.575,0.919499955
KNA,,,,0.8433333333333334,,0.7142857142857143,0.7070833333333334,0.6722619047619047,0.5867857142857142,0.41535714285714287,0.5,,0.38107142857142856,0.4116666666666666,0.3822619047619048,0.22749999999999998,0.5074997635
VCT,,,,0.8941666666666667,,0.4394047619047619,0.6986904761904762,0.4651190476190476,0.6289285714285715,0.5798809523809524,0.5272619047619047,,0.6803571428571429,0.6149122807017544,0.7446428571428572,0.47368421052631576,0.46704039615
BLR,,,,0.7133333333333333,0.15833333333333333,0.33166666666666667,0.7666666666666667,0.5258333333333333,0.13416666666666666,0.5349999999999999,0.7558333333333334,0.6641666666666667,0.5466666666666666,0.58,0.46499999999999997,0.5974999999999999,0.8208998517999999
MRT,,,,0.4966666666666667,,0.7285714285714285,0.5848214285714286,0.7794642857142857,0.33214285714285713,0.5066666666666666,0.29107142857142854,0.7716666666666667,0.7142857142857143,0.6133333333333333,0.7107142857142856,0.7707142857142857,0.541842023
BLZ,0.6041666666666666,0.8541666666666666,0.6354166666666666,0.27440476190476193,0.6388888888888888,0.7864880952380953,0.2642857142857143,0.6622023809523809,0.6080357142857142,0.5676785714285714,0.7635714285714286,0.628452380952381,0.5241071428571429,0.6864285714285715,0.48392857142857143,0.633095238095238,1.625333994
PHL,0.5,0.22727272727272727,0.13636363636363635,0.6916666666666667,0.8642857142857142,0.6223214285714286,0.5410714285714285,0.7241071428571428,0.5553571428571429,0.5607142857142857,0.7303571428571429,0.6266666666666667,0.7455357142857143,0.735,0.7163690476190476,0.7283333333333333,5.0457663681
COG,,,,0.3783333333333333,,0.43303571428571425,0.9366071428571429,0.3767857142857143,0.5080357142857144,0.45166666666666666,0.4946428571428571,0.4341666666666667,0.6955357142857144,0.36583333333333334,0.7214285714285714,0.41583333333333333,0.6211940346
PYF,0.5,0.05555555555555555,0.0,,,0.4411764705882353,0.3656547619047619,0.48039215686274506,,,,,0.2671428571428571,,0.3455357142857143,,0.33824394905
URY,0.538888888888889,0.40555555555555556,0.41111111111111115,0.49821428571428567,0.49589285714285714,0.5598214285714286,0.8723214285714287,0.53,0.4729166666666667,0.45458333333333334,0.4625,0.45916666666666667,0.5529761904761905,0.725,0.5169642857142857,0.7083333333333333,5.19494449215
COM,,,,0.7341666666666666,,0.4451190476190476,0.5554166666666667,0.6001190476190477,0.6067857142857143,0.6467857142857143,0.3579761904761905,0.6716666666666666,0.628095238095238,0.48250000000000004,0.7997619047619048,0.44666666666666666,0.61853826855
COL,0.4322916666666667,0.7291666666666666,0.05208333333333333,0.5008333333333332,0.7917857142857143,0.8651785714285714,0.5196428571428571,0.5523809523809524,0.3443452380952381,0.6889880952380952,0.7997023809523809,0.195,0.5142857142857142,0.5741666666666667,0.3705357142857143,0.5905952380952381,4.55578773015
USA,0.4912280701754386,0.4473684210526316,0.13596491228070173,0.8241666666666667,0.7553571428571428,0.5205357142857142,,0.4458333333333333,0.5083333333333333,0.7875,0.5166666666666667,0.48166666666666663,0.5214285714285715,0.6416666666666667,0.46696428571428567,0.6216666666666667,0.6705888554999999
ECA,,,,0.13083333333333333,0.605,0.6966666666666667,0.5839285714285715,0.33999999999999997,0.3933333333333333,0.3958333333333333,0.45166666666666666,0.305,0.41916666666666663,0.5491666666666666,0.24,0.5216666666666667,0.6896636519
ESP,0.7983333333333333,0.7466666666666667,0.615,0.4708333333333333,0.7223214285714286,0.6526785714285714,,0.595,0.7375,0.215,0.6275000000000001,0.1725,0.7169642857142857,0.5666666666666667,0.718452380952381,0.5366666666666666,0.7143457594
HIC,0.6694444444444445,0.5104166666666666,0.750925925925926,0.4565476190476191,0.6508928571428572,0.6285714285714286,0.7642857142857142,0.6456140350877193,0.46929824561403505,0.18333333333333335,0.4842105263157894,0.6895238095238095,0.7172619047619048,0.7426190476190476,0.45446428571428565,0.2151190476190476,3.9833755005
EST,0.3625,0.825,0.5416666666666667,0.35333333333333333,0.6608333333333334,0.5675,0.5222222222222223,0.6575,0.5091666666666667,0.4116666666666666,0.6483333333333333,0.5758333333333333,0.5549999999999999,0.8625,0.7285714285714285,0.6145238095238096,3.31478302935
BMU,0.6538461538461539,0.4230769230769231,0.5769230769230769,,,0.14285714285714285,0.9833333333333334,0.23916666666666667,0.2841666666666667,0.2070175438596491,0.1925,,0.5491071428571429,0.4383333333333333,0.6696428571428571,0.18,0.7107751569999999
ZMB,,,,0.5775,0.7710119047619048,0.4969047619047619,0.58125,0.7898809523809524,0.24375,0.6675595238095238,0.2946428571428571,0.26083333333333336,0.63125,0.7508333333333334,0.65,0.7533333333333333,0.6341440004
KOR,0.3815789473684211,0.7447368421052631,0.2578947368421053,0.5869047619047618,0.8866071428571429,0.5767857142857143,0.6913095238095238,0.650595238095238,0.8470238095238095,0.8401785714285713,0.9053571428571429,0.6791666666666667,0.6625,0.26023809523809527,0.43392857142857144,0.2875,9.87101868775
LAC,0.08333333333333333,0.7395833333333334,0.6770833333333334,0.44749999999999995,0.6967857142857142,0.6803571428571429,0.5785714285714285,0.5032738095238095,0.5732142857142857,0.58125,0.806547619047619,0.32666666666666666,0.5794642857142857,0.45916666666666667,0.6425595238095239,0.45666666666666667,0.85249301505
SOM,,,,0.7577380952380952,0.3444444444444444,0.7341666666666666,0.5535714285714286,0.699047619047619,0.7058333333333333,0.5796428571428571,0.7691666666666667,,0.6942857142857143,,0.724047619047619,,0.42660961229999994
ECS,0.8088235294117647,0.7696078431372549,0.7794117647058824,0.5774999999999999,0.7758333333333333,0.5598214285714286,0.6892857142857143,0.3516666666666667,0.3225,0.26666666666666666,0.5341666666666667,0.73,0.6261904761904762,0.44000000000000006,0.6059523809523809,0.6489285714285714,3.96602861075
VUT,,,,0.5641666666666667,,0.4820833333333333,0.5458333333333333,0.2869047619047619,0.41916666666666663,0.4619642857142857,0.39166666666666666,,0.5479761904761904,0.27999999999999997,0.6438690476190476,0.2791666666666667,0.55579810345
ECU,0.49509803921568624,0.5441176470588235,0.41666666666666663,0.48083333333333333,0.6882142857142857,0.55,0.3071428571428571,0.37857142857142856,0.6508928571428572,0.3713690476190476,0.4633928571428571,0.4658333333333333,0.6696428571428571,0.6258333333333332,0.7089285714285715,0.7316666666666667,1.31609133435
ALB,0.3333333333333333,0.07291666666666666,0.10416666666666666,0.5852380952380952,0.42333333333333334,0.8355952380952381,0.41261904761904755,0.5929761904761904,0.24154761904761904,0.6008333333333333,0.608095238095238,0.6397619047619048,0.8498809523809523,0.3801190476190476,0.785952380952381,0.36476190476190473,4.5029733168999995
ETH,0.8333333333333334,0.375,0.8333333333333334,0.4585714285714285,0.5426190476190477,0.375,0.5973214285714286,0.44000000000000006,0.5508333333333333,0.3572619047619048,0.41452380952380957,0.54,0.44607142857142856,0.7358333333333333,0.5535714285714286,0.7191666666666666,1.0421737087
MCO,,,,0.3308333333333333,0.6357142857142857,,,,,,,,0.7477380952380952,,0.7372619047619048,,0.23839310645
NER,,,,0.25345238095238093,,0.3107142857142857,0.5095238095238095,0.5142857142857142,0.5035714285714286,0.3609523809523809,0.7357142857142857,,0.4095238095238095,0.6725,0.45476190476190476,0.6141666666666666,1.0518225192000001
LAO,,,,0.6602380952380952,0.9789473684210527,0.6025,0.375,0.6573809523809524,0.5557142857142857,0.5897619047619047,0.5922619047619048,0.5682142857142857,0.6067261904761905,0.5744047619047619,0.8823809523809525,0.5548809523809524,5.7059439266
VEN,0.2692307692307692,0.8076923076923077,0.0,0.19916666666666666,0.6119047619047618,0.41369047619047616,0.7797619047619048,0.43779761904761905,0.32732142857142854,0.7100000000000001,0.5848214285714286,0.48916666666666664,0.66875,0.4225,0.6803571428571429,0.34500000000000003,1.00123700345
GHA,0.8,0.0,0.55,0.6808333333333334,0.5163095238095238,0.59375,0.6970238095238095,0.6116071428571429,0.5586309523809524,0.5696428571428571,0.5410714285714285,0.2866666666666667,0.38571428571428573,0.6789285714285714,0.6571428571428571,0.7716666666666667,5.239156077900001
CPV,,,,0.6961904761904762,,0.4090909090909091,0.6576190476190475,0.35464285714285715,0.7877380952380952,0.35648148148148145,0.5973809523809523,0.7633333333333333,0.31821428571428567,0.48,0.3759523809523809,0.6533333333333333,1.0191096206999999
MDA,0.3657407407407407,0.39814814814814814,0.3101851851851852,0.5058333333333334,0.5538847117794486,0.29083333333333333,0.6100250626566416,0.2783333333333333,0.7,0.8091478696741854,0.4925,0.6566666666666666,0.8025,0.5754166666666667,0.76625,0.6741666666666666,7.20459709255
MDG,0.0,0.6111111111111112,0.6111111111111112,0.2956140350877193,0.7108333333333333,0.49821428571428567,0.6678571428571429,0.31422619047619044,0.6816666666666666,0.5566666666666666,0.3285119047619047,0.26726190476190476,0.54375,0.5527380952380951,0.3794642857142857,0.3572619047619048,2.9902248304
LBN,,,,0.7078947368421052,0.8583333333333334,0.6596491228070175,0.7205357142857143,0.49444444444444446,0.15648148148148147,0.37407407407407406,0.8796296296296297,0.6385964912280702,0.5184210526315789,0.5385964912280702,0.8535087719298244,0.5394736842105263,4.9639648291
LBR,,,,0.7575000000000001,0.13333333333333333,0.6335119047619048,0.8660714285714285,,,,,0.8958333333333334,0.6366071428571429,0.49083333333333334,0.6526785714285714,0.63,0.38619227905
